,LDR1,LDR2,button
3966,238,249,0
3967,194,208,0
3968,167,255,0
3969,864,240,1
3970,863,133,1
3971,863,126,1
3972,863,183,1
3973,863,171,1
3974,863,171,1
3975,863,184,1
3976,863,177,1
3977,289,448,0
3978,310,469,0
3979,341,377,0
3980,561,695,0
3981,556,690,0
3982,567,690,0
3983,567,698,0
3984,570,698,0
3985,573,703,0
3986,571,702,0
3987,569,699,0
3988,571,698,0
3989,571,698,0
3990,571,698,0
3991,572,699,0
3992,575,702,0
3993,574,703,0
3994,575,702,0
3995,572,696,0
3996,576,705,0
3997,575,703,0
3998,573,701,0
3999,570,699,0
4000,569,700,0
4001,571,701,0
4002,571,701,0
4003,568,698,0
4004,574,704,0
4005,569,699,0
4006,566,699,0
4007,470,599,0
4008,308,366,0
4009,254,405,0
4010,242,380,0
4011,864,382,1
4012,864,384,1
4013,863,385,1
4014,864,384,1
4015,863,386,1
4016,231,279,0
4017,354,452,0
4018,282,394,0
4019,279,368,0
4020,288,400,0
4021,289,400,0
4022,298,411,0
4023,305,417,0
4024,306,418,0
4025,308,419,0
4026,418,465,0
4027,456,539,0
4028,566,702,0
4029,566,702,0
4030,503,650,0
4031,504,652,0
4032,504,649,0
4033,506,651,0
4034,505,651,0
4035,505,652,0
4036,506,654,0
4037,504,647,0
4038,498,645,0
4039,505,647,0
4040,513,666,0
4041,531,669,0
4042,567,695,0
4043,570,696,0
4044,569,696,0
4045,570,698,0
4046,570,697,0
4047,569,696,0
4048,571,698,0
4049,570,697,0
4050,569,697,0
4051,571,698,0
4052,569,696,0
4053,569,697,0
4054,558,689,0
4055,535,661,0
4056,516,647,0
4057,502,628,0
4058,503,617,0
4059,501,615,0
4060,498,612,0
4061,601,660,0
4062,581,661,0
4063,539,658,0
4064,507,665,0
4065,440,743,0
4066,352,789,0
4067,360,672,0
4068,401,831,0
4069,386,834,0
4071,295,871,0
4116,623,799,0
4117,560,680,0
4118,552,670,0
4119,541,662,0
4120,546,671,0
4121,566,688,0
4122,554,679,0
4123,552,678,0
4124,553,679,0
4125,557,683,0
4126,558,683,0
4127,562,686,0
4128,563,686,0
4129,560,684,0
4130,558,683,0
4131,558,683,0
4132,564,691,0
4133,569,694,0
4134,570,689,0
4135,554,672,0
4136,401,518,0
4137,463,616,0
4138,282,621,0
4139,245,629,0
4140,235,635,0
4141,300,594,0
4142,491,586,0
4143,533,649,0
4144,321,265,0
4145,291,317,0
4146,300,203,0
4147,274,196,0
4148,212,136,0
4149,238,159,0
4150,231,157,0
4151,229,157,0
4152,235,163,0
4153,229,156,0
4154,224,153,0
4155,873,164,1
4156,872,165,1
4157,872,162,1
4158,872,163,1
4159,871,164,1
4160,871,167,1
4161,871,184,1
4162,871,186,1
4163,871,187,1
4164,871,188,1
4165,871,186,1
4166,266,173,0
4167,251,171,0
4168,871,165,1
4169,870,124,1
4170,290,176,0
4171,259,172,0
4172,282,184,0
4173,280,184,0
4174,270,169,0
4175,267,166,0
4176,268,167,0
4177,268,167,0
4178,267,166,0
4179,228,120,0
4180,383,442,0
4181,515,624,0
4182,513,627,0
4183,498,585,0
4184,537,644,0
4185,509,648,0
4186,505,646,0
4187,487,590,0
4188,563,669,0
4189,562,668,0
4190,543,648,0
4191,501,630,0
4192,468,629,0
4193,468,635,0
4194,479,642,0
4195,478,637,0
4196,479,637,0
4197,493,638,0
4198,396,503,0
4199,304,266,0
4200,213,100,0
4201,346,295,0
4202,344,410,0
4203,372,455,0
4204,354,402,0
4205,376,392,0
4206,377,390,0
4207,380,388,0
4208,380,382,0
4209,381,381,0
4210,361,302,0
4211,361,302,0
4212,360,301,0
4213,356,298,0
4214,355,296,0
4215,352,292,0
4216,351,292,0
4217,350,292,0
4218,348,291,0
4219,346,289,0
4220,340,286,0
4221,340,286,0
4222,339,285,0
4223,339,282,0
4224,333,279,0
4225,330,276,0
4226,323,266,0
4227,331,270,0
4228,333,277,0
4229,333,278,0
4230,333,278,0
4231,332,278,0
4232,332,277,0
4233,331,276,0
4234,332,275,0
4235,332,277,0
4236,331,275,0
4237,334,277,0
4238,329,275,0
4239,356,288,0
4240,331,279,0
4241,343,281,0
4242,331,277,0
4243,329,274,0
4244,323,267,0
4245,325,267,0
4246,324,266,0
4247,325,266,0
4248,872,257,1
4249,872,260,1
4250,872,265,1
4251,872,266,1
4252,871,266,1
4253,871,253,1
4254,871,266,1
4255,871,267,1
4256,871,270,1
4257,871,269,1
4258,871,268,1
4259,871,270,1
4260,871,271,1
4261,871,271,1
4262,871,270,1
4263,871,269,1
4264,296,200,0
4265,871,238,1
4266,870,236,1
4267,871,236,1
4268,205,194,0
4269,165,184,0
4270,160,187,0
4271,156,187,0
4272,154,191,0
4273,727,198,1
4274,746,200,1
4275,736,201,1
4276,739,197,1
4277,730,199,1
4278,731,198,1
4279,735,197,1
4280,759,197,1
4281,756,199,1
4282,770,199,1
4283,784,198,1
4284,788,200,1
4285,794,199,1
4286,793,201,1
4287,788,201,1
4288,787,201,1
4289,791,201,1
4290,792,201,1
4291,790,203,1
4292,791,202,1
4293,791,202,1
4294,793,204,1
4295,794,204,1
4296,794,206,1
4297,794,205,1
4298,794,205,1
4299,793,209,1
4300,793,223,1
4301,793,235,1
4302,793,227,1
4303,793,230,1
4304,793,232,1
4305,198,191,0
4306,227,202,0
4307,301,228,0
4308,298,241,0
4309,296,249,0
4310,294,248,0
4311,297,250,0
4312,296,248,0
4313,294,245,0
4314,293,242,0
4315,295,246,0
4316,294,244,0
4317,294,243,0
4318,292,239,0
4319,292,240,0
4320,292,241,0
4321,293,241,0
4322,291,239,0
4323,291,238,0
4324,293,240,0
4325,292,240,0
4326,291,237,0
4327,289,233,0
4328,290,233,0
4329,289,232,0
4330,290,233,0
4331,289,228,0
4332,290,229,0
4333,289,228,0
4334,276,224,0
4335,276,219,0
4336,275,213,0
4337,274,210,0
4338,272,207,0
4339,273,206,0
4340,274,210,0
4341,273,210,0
4342,270,201,0
4343,797,188,1
4344,797,184,1
4345,797,179,1
4346,271,193,0
4347,267,184,0
4348,267,181,0
4349,266,179,0
4350,261,172,0
4351,260,165,0
4352,260,165,0
4353,261,166,0
4354,260,160,0
4355,258,156,0
4356,258,157,0
4357,255,152,0
4358,258,153,0
4359,264,155,0
4360,758,150,1
4361,798,153,1
4362,797,146,1
4363,797,158,1
4364,797,160,1
4365,797,158,1
4366,797,159,1
4367,797,160,1
4368,358,143,0
4369,261,140,0
4370,266,156,0
4371,267,166,0
4372,273,199,0
4373,272,200,0
4374,271,193,0
4375,272,195,0
4376,271,188,0
4377,270,184,0
4378,271,190,0
4379,268,183,0
4380,266,199,0
4381,267,189,0
4382,266,190,0
4383,267,187,0
4384,265,184,0
4385,266,181,0
4386,266,177,0
4387,261,147,0
4388,267,171,0
4389,268,176,0
4390,269,177,0
4391,270,178,0
4392,270,182,0
4393,270,181,0
4394,270,180,0
4395,271,183,0
4396,272,187,0
4397,276,166,0
4398,265,150,0
4399,267,153,0
4400,267,153,0
4401,267,150,0
4402,266,150,0
4403,266,149,0
4404,264,146,0
4405,265,146,0
4406,265,148,0
4407,265,146,0
4408,265,146,0
4409,266,148,0
4410,265,147,0
4411,263,141,0
4412,263,141,0
4413,263,141,0
4414,263,142,0
4415,310,284,0
4416,302,221,0
4417,293,205,0
4418,308,273,0
4419,292,213,0
4420,294,196,0
4421,299,220,0
4422,296,214,0
4423,295,204,0
4424,295,202,0
4425,295,203,0
4426,294,201,0
4427,293,201,0
4428,293,195,0
4429,294,195,0
4430,291,184,0
4431,375,322,0
4432,371,307,0
4433,217,184,0
4434,97,164,0
4435,98,165,0
4436,78,162,0
4437,316,313,0
4438,432,576,0
4439,544,674,0
4440,514,633,0
4441,565,682,0
4442,530,660,0
4443,460,615,0
4444,463,601,0
4445,441,587,0
4446,438,580,0
4447,443,579,0
4448,432,578,0
4449,432,579,0
4450,463,583,0
4451,461,576,0
4452,437,574,0
4453,404,574,0
4454,418,572,0
4455,429,576,0
4456,430,576,0
4457,439,574,0
4458,368,550,0
4459,266,564,0
4460,314,538,0
4461,253,557,0
4462,235,570,0
4463,149,553,0
4464,172,486,0
4465,158,483,0
4466,208,497,0
4467,267,507,0
4468,408,552,0
4469,392,546,0
4470,423,596,0
4471,446,613,0
4472,892,602,1
4473,891,545,1
4474,893,552,1
4475,901,545,1
4476,900,546,1
4477,896,549,1
4478,896,547,1
4479,896,543,1
4480,898,581,1
4481,898,669,1
4482,898,669,1
4483,529,671,0
4484,554,674,0
4485,554,671,0
4486,556,673,0
4487,555,671,0
4488,559,676,0
4489,558,672,0
4490,558,672,0
4491,560,676,0
4492,557,671,0
4493,558,672,0
4494,559,672,0
4495,557,671,0
4496,556,670,0
4497,899,669,1
4498,899,667,1
4499,899,667,1
4500,899,667,1
4501,899,667,1
4502,910,673,1
4503,918,682,1
4504,918,677,1
4505,910,658,1
4506,908,636,1
4507,913,628,1
4508,918,634,1
4509,919,627,1
4510,922,628,1
4511,920,638,1
4512,918,651,1
4513,910,653,1
4514,899,658,1
4515,898,666,1
4516,899,672,1
4517,898,675,1
4518,898,674,1
4519,899,674,1
4520,899,675,1
4521,568,697,0
4522,567,698,0
4523,560,692,0
4524,566,697,0
4525,568,697,0
4526,528,657,0
4527,560,690,0
4528,552,688,0
4529,536,678,0
